school_code,school_name,percent_white,percent_male,percent_eds,percent_swd,title_1,percent_ACTEN_meeting,percent_ACTMA_meeting,percent_ACTRD_meeting,percent_ACTSC_meeting,percent_ACTWR_meeting,percent_ACT_meeting,missed_school_days,region,growth_status,growth_index_score
800361,Carson High,0.7591240875912408,0.4489051094890511,0.3759124087591241,0.043795620437956206,N,43.1,19,33.2,26.3,23.4,61.7,1,Southwest,Met,0.2
800376,North Rowan High,0.36,0.55,0.64,0.08999999999999997,N,14,7,12,6,14,31,1,Southwest,Not Met,-6.42
800394,Rowan Co Early College,0.45,0.23333333333333334,0.5,0,N,50,38.3,38.3,38.3,31.7,78.3,1,Southwest,Met,1.23
800396,Salisbury High,0.23232323232323232,0.5151515151515151,0.6313131313131313,0.04040404040404044,N,28.3,15.2,20.2,16.7,25.1,38.4,1,Southwest,Not Met,-4
800400,South Rowan High,0.7027027027027027,0.5225225225225225,0.5,0.06756756756756757,N,19.8,9,16.7,9.5,17.4,35.6,1,Southwest,Not Met,-4.66
800408,West Rowan High,0.6475409836065574,0.5409836065573771,0.48770491803278687,0.05737704918032787,N,28.5,14.3,23.8,13.9,14.5,45.9,1,Southwest,Met,-1.76
810324,Chase High School,0.7735849056603774,0.4779874213836478,0.3081761006289308,0.15723270440251572,N,30.2,20.8,27.7,16.4,16.4,52.2,0,Western,Exceeded,2.75
810340,East Rutherford High School,0.7160493827160493,0.47530864197530864,0.24074074074074073,0.14814814814814814,N,39.9,20.9,25.8,17.3,26.3,52.5,0,Western,Exceeded,2.19
810384,R-S Central High School,0.7745664739884393,0.49710982658959535,0.2774566473988439,0.13872832369942195,N,39.9,24.9,31.2,16.8,32.7,57.8,0,Western,Met,-1.86
820348,Hobbton High,0.40404040404040403,0.5151515151515151,0.5353535353535354,0.09090909090909094,N,23.2,9.1,21.2,13.1,5,38.4,9,Sandhills,Met,0.26
820349,Lakewood High,0.44329896907216493,0.4639175257731959,0.5773195876288659,0.09278350515463918,N,13.4,10.3,11.3,10.3,12.6,40.2,9,Sandhills,Met,0.42
820352,Midway High,0.6149732620320856,0.5187165775401069,0.41711229946524064,0.048128342245989275,N,33.2,16.6,25.7,20.3,27.3,54,9,Sandhills,Met,0.44
820388,Union High,0.21568627450980393,0.5882352941176471,0.7156862745098039,0.06862745098039214,Y,6.9,8.8,9.8,9.8,7,36.3,9,Sandhills,Exceeded,3.85
821308,Clinton High,0.3559322033898305,0.4350282485875706,0.4689265536723164,0.05084745762711862,N,24.3,19.2,19.8,13,22.9,41.2,4,Sandhills,Met,0.8
830343,Scotland High School,0.3037974683544304,0.5126582278481012,0.75,0.10759493670886076,N,11.7,9.5,12.3,7,16.1,23.1,12,Sandhills,Not Met,-5.39
840302,Albemarle High,0.3333333333333333,0.5555555555555556,0.6333333333333333,0.16666666666666666,N,17.8,5,11.1,5.6,13.8,31.1,1,Southwest,Not Met,-2.61
840332,North Stanly High,0.8275862068965517,0.4482758620689655,0.3448275862068966,0.10344827586206896,N,29,17.2,24.8,18.6,26.2,51,1,Southwest,Met,-1.34
840356,South Stanly High,0.7310924369747899,0.5462184873949579,0.42857142857142855,0.0672268907563025,N,21,16.8,21.8,15.1,34.7,46.2,1,Southwest,Not Met,-4.19
840368,West Stanly High,0.7924528301886793,0.5345911949685535,0.37735849056603776,0.18238993710691823,N,25.8,12.6,21.4,17,5.7,47.2,1,Southwest,Met,0.04
850332,North Stokes High,0.9545454545454546,0.5340909090909091,0.48863636363636365,0.14772727272727273,N,21.6,14.8,14.8,10.2,9.1,44.3,1,Piedmont-Triad,Exceeded,2.51
850352,South Stokes High,0.8305084745762712,0.5508474576271186,0.3559322033898305,0.1271186440677966,N,20.3,10.2,20.3,12.7,17.8,37.3,1,Piedmont-Triad,Exceeded,4.33
850358,West Stokes High,0.8959276018099548,0.5203619909502263,0.38461538461538464,0.12669683257918551,N,27.1,13.6,22.6,17.2,14.7,50.2,1,Piedmont-Triad,Met,1.41
860316,East Surry High,0.825503355704698,0.5302013422818792,0.35570469798657717,0.0738255033557047,N,34.9,30.2,34.9,23.5,33.1,58.4,0,Piedmont-Triad,Met,-0.98
860336,North Surry High,0.7061611374407583,0.5165876777251185,0.5355450236966824,0.08530805687203792,N,25.5,16.5,21.3,13.3,24.9,45.5,0,Piedmont-Triad,Met,-1.9
860352,Surry Central High,0.6035502958579881,0.5088757396449705,0.6686390532544378,0.05917159763313609,N,29,19.5,24.3,18.9,19.6,52.7,0,Piedmont-Triad,Not Met,-3.39
861308,Elkin High,0.6781609195402298,0.42528735632183906,0.3333333333333333,0.04597701149425293,N,58.6,28.7,42.5,28.7,34.9,70.1,0,Piedmont-Triad,Exceeded,2.75
862312,Mount Airy High,0.7657657657657657,0.44144144144144143,0.35135135135135137,0.06306306306306309,N,52.3,30.6,40.5,29.7,34.6,73,0,Piedmont-Triad,Met,-0.22
870314,Swain County High School,0.6923076923076923,0.5641025641025641,0.4358974358974359,0.13675213675213677,N,35,17.1,29.1,17.9,22.5,55.6,0,Western,Not Met,-5.26
880308,Brevard High,0.7975460122699386,0.5153374233128835,0.34355828220858897,0.049079754601227044,N,39.9,22.7,33.1,31.3,33.3,66.9,0,Western,Exceeded,2.31
880320,Davidson River School,0.6,0.8,0.8,0.19999999999999996,N,5,5,5,5,5,10,0,Western,Not Met,-4.3
880328,Rosman High,0.9242424242424242,0.5,0.3939393939393939,0.13636363636363635,N,39.4,16.7,28.8,22.7,22.7,59.1,0,Western,Met,1.07
900311,Cuthbertson High,0.801909307875895,0.4916467780429594,0.045346062052505964,0.031026252983293555,N,74,53.2,60.6,48,63.9,88.5,2,Southwest,Exceeded,12.37
900316,Forest Hills High,0.3539325842696629,0.5,0.5449438202247191,0.1348314606741573,N,16.1,7.3,16.2,10.7,29.7,28.7,2,Southwest,Exceeded,2.1
900336,Monroe High,0.07906976744186046,0.5209302325581395,0.7209302325581395,0.11627906976744186,N,10.2,5,7.9,5,15.8,22.8,2,Southwest,Exceeded,2.8
900342,Porter Ridge High School,0.639225181598063,0.5230024213075061,0.25181598062953997,0.06537530266343826,N,44,22.7,29.8,20.3,33.6,62,2,Southwest,Met,-0.1
900344,Parkwood High,0.78839590443686,0.5187713310580204,0.23208191126279865,0.08532423208191127,N,39.5,20.7,31.4,21.2,39.4,57.3,2,Southwest,Exceeded,2.31
900348,Piedmont High,0.8269230769230769,0.5288461538461539,0.16666666666666666,0.057692307692307696,N,44.6,31.7,40.7,34.6,35,67.3,2,Southwest,Exceeded,5.4
900360,Sun Valley High,0.6133720930232558,0.5523255813953488,0.20348837209302326,0.11627906976744186,N,38.6,23.3,32,21.5,43.6,59.6,2,Southwest,Not Met,-2.73
900366,Central Academy of Technology and Arts,0.7268292682926829,0.551219512195122,0.17073170731707318,0.029268292682926855,N,71.8,58.5,70.4,62.9,63.9,89.8,2,Southwest,Exceeded,6.34
900377,Weddington High,0.7931034482758621,0.5201149425287356,0.05747126436781609,0.04310344827586207,N,75.6,62.9,65.8,60.6,66.3,90.2,2,Southwest,Met,0.4
900393,Marvin Ridge High,0.7635933806146572,0.5177304964539007,0.05747126436781609,0.028368794326241134,N,81.8,70.4,66.2,60,73.9,93.4,2,Southwest,Exceeded,9.83
910370,Vance County High School,0.14492753623188406,0.5024154589371981,0.5410628019323671,0.13043478260869565,N,6.7,5,8.7,5,7.8,19.3,2,North Central,Not Met,-3.81
920316,Apex High,0.6754032258064516,0.5100806451612904,0.1028225806451613,0.06653225806451613,N,65.7,54.8,59.1,48.7,46.1,80,2,North Central,Met,-1.22
920317,Apex Friendship High,0.7135416666666666,0.4774305555555556,0.07291666666666667,0.05555555555555555,N,71.4,50.6,56.2,47.7,54.2,81.8,2,North Central,Met,-1.25
920318,Athens Drive High,0.45390070921985815,0.5059101654846335,0.34278959810874704,0.1111111111111111,N,48.9,32.5,40.8,29.6,41.9,59.8,2,North Central,Met,1.32
920348,Needham Broughton High,0.5785876993166287,0.510250569476082,0.21184510250569477,0.10478359908883828,N,55.3,43.3,49.4,43.4,47.3,70.2,2,North Central,Not Met,-11.65
920368,Cary High,0.4575645756457565,0.5239852398523985,0.26199261992619927,0.12546125461254612,N,51.2,33,44.4,35.2,40.4,67.3,2,North Central,Not Met,-3.96
920386,Crossroads FLEX,0.6944444444444444,0.5,0.26199261992619927,0,N,69.4,25,52.8,36.1,52.8,91.7,2,North Central,Not Met,-2.35
920411,East Wake High,0.3003194888178914,0.5175718849840255,0.5079872204472844,0.10543130990415335,N,25.5,10.5,20.4,13.7,18.7,39.3,2,North Central,Met,1.48
920412,Enloe High,0.3235294117647059,0.42830882352941174,0.24080882352941177,0.08272058823529412,N,62.1,51.7,57.4,52.1,59.8,70.6,2,North Central,Not Met,-3.13
920428,Fuquay-Varina High,0.6284046692607004,0.5486381322957199,0.2529182879377432,0.07392996108949416,N,44,32.4,35.7,31.5,33.2,61.9,2,North Central,Met,-0.88
920436,Garner High,0.2974683544303797,0.4920886075949367,0.34968354430379744,0.08227848101265822,N,27.4,17.2,24.8,16.6,36,50.3,2,North Central,Not Met,-6.83
920441,Green Hope High,0.4865951742627346,0.47050938337801607,0.054959785522788206,0.040214477211796246,N,77.2,69.2,67.6,62.1,62.6,88.3,2,North Central,Met,0.78
920445,Heritage High,0.6557377049180327,0.5081967213114754,0.13348946135831383,0.08196721311475409,N,48.4,36.8,39.3,30.4,42.7,68.9,2,North Central,Not Met,-4.1
920455,Holly Springs High,0.7319148936170212,0.4723404255319149,0.11914893617021277,0.08085106382978724,N,60.9,39.4,51.9,40.2,45.4,78.3,2,North Central,Not Met,-2.43
920466,Knightdale High,0.1903409090909091,0.5056818181818182,0.5198863636363636,0.11363636363636363,N,15.9,6.8,14.7,9.7,18.8,33.5,2,North Central,Not Met,-6.75
920473,Leesville Road High,0.600326264274062,0.5089722675367048,0.1566068515497553,0.05546492659053834,N,57.3,45.8,46.8,43,44.1,71.9,2,North Central,Exceeded,4.4
920495,Middle Creek High,0.6008064516129032,0.5181451612903226,0.1975806451612903,0.10887096774193548,N,53.9,42.3,41.7,40.3,45.9,66.5,2,North Central,Met,0.25
920500,Millbrook High,0.5472061657032755,0.4701348747591522,0.2350674373795761,0.0674373795761079,N,53.2,35.1,44.5,38,46.5,68,2,North Central,Met,1.73
920518,North Wake College and Career Academy,0.24390243902439024,0.36585365853658536,0.2682926829268293,0.07317073170731703,N,41.5,26.8,24.4,14.6,39,61,2,North Central,Exceeded,4.62
920526,Panther Creek High,0.4618973561430793,0.48522550544323484,0.06687402799377916,0.038880248833592534,N,78.8,69.4,65.2,59.3,66.6,89.3,2,North Central,Exceeded,3.32
920528,Phillips High,0.19354838709677424,0.6129032258064516,0.6774193548387096,0.29032258064516125,Y,5,5,6.5,5,5,16.1,2,North Central,Not Met,-3.02
920546,Rolesville High,0.291497975708502,0.5020242914979757,0.3623481781376518,0.08704453441295547,N,29.6,18.4,21.3,15.2,24.8,49.2,2,North Central,Exceeded,3.93
920552,Sanderson High,0.5590909090909091,0.5045454545454545,0.27954545454545454,0.09318181818181819,N,46.4,32.7,41,32.4,30.9,62.5,2,North Central,Exceeded,4.83
920562,Southeast Raleigh High,0.09219858156028368,0.5531914893617021,0.5886524822695035,0.1453900709219858,N,16.8,12.2,15.4,11.3,13.7,29.4,2,North Central,Not Met,-4.25
920588,Wake Forest High School,0.580952380952381,0.4857142857142857,0.22095238095238096,0.09142857142857143,N,49.4,31.7,36.9,26.2,39,67.4,2,North Central,Not Met,-2.56
920595,Wakefield High,0.4594594594594595,0.4752252252252252,0.22972972972972974,0.08333333333333333,N,50,32.7,35.8,29.7,33,62.6,2,North Central,Not Met,-2.85
92K000,Raleigh Charter High School,0.6544117647058824,0.5073529411764706,0.1568627450980392,0.007352941176470562,N,94.9,88.2,87.5,85.3,77.9,95,0,North Central,Exceeded,5.93
92U000,Longleaf School of the Arts,0.5294117647058824,0.25,0.1568627450980392,0.05882352941176472,N,58.8,29.4,52.9,35.3,55.2,73.5,0,North Central,Met,0.6
930352,Warren County High,0.2153846153846154,0.4461538461538462,0.47692307692307695,0.1384615384615384,N,5,5,5,5,5,10.8,0,North Central,Not Met,-5.58
930700,Warren New Tech High,0.48,0.68,0.47692307692307695,0.16000000000000003,N,36,12,16,8,20,48,0,North Central,Met,1.95
93L000,Central Wake High School,0.4347826086956522,0.30434782608695654,0.1568627450980392,0.13043478260869568,Y,8.3,5,8.3,5,NA,17.4,1,North Central,Met,-0.4
940316,Washington County High,0.14035087719298245,0.45614035087719296,0.5789473684210527,0.07017543859649122,N,8.8,5,5.3,5,10.9,19.3,4,Northeast,Met,1.08
950336,Watauga High,0.8588235294117647,0.44313725490196076,0.1803921568627451,0.13725490196078433,N,58.8,39.2,46.3,36.9,48.2,73.7,1,Northwest,Met,0.01
950338,Watauga Innovation Academy,0.8961038961038961,0.7402597402597403,0.24675324675324675,0.10389610389610393,N,45.5,32.5,35.1,31.2,26,70.1,1,Northwest,Met,0.68
960324,Charles B Aycock High,0.6036363636363636,0.5309090909090909,0.41454545454545455,0.08,N,25.5,14.5,19.3,13.5,11.6,44,8,Southeast,Not Met,-2.86
960330,Eastern Wayne High,0.323943661971831,0.48826291079812206,0.48826291079812206,0.07981220657276995,N,14.6,8,13.1,5,9.4,31.9,8,Southeast,Met,-0.75
960335,Goldsboro High,0.052631578947368474,0.45263157894736844,0.9263157894736842,0.06315789473684208,N,5,5,5,5,8.9,11.6,8,Southeast,Not Met,-7.12
960372,Rosewood High,0.6637168141592921,0.6106194690265486,0.4424778761061947,0.13274336283185842,N,24.8,15,19.5,15,12.4,49.6,8,Southeast,Not Met,-3.54
960380,Southern Wayne High,0.31100478468899523,0.5311004784688995,0.5980861244019139,0.04784688995215311,N,15.3,9.1,16.3,9.6,9.7,32.1,8,Southeast,Not Met,-4.9
960386,Spring Creek High,0.3448275862068966,0.5172413793103449,0.6068965517241379,0.04137931034482756,N,17.9,15.2,13.8,11.7,15.9,29.7,8,Southeast,Not Met,-4.71
970320,East Wilkes High School,0.925,0.5166666666666667,0.4583333333333333,0.05833333333333335,N,20.8,15,15,18.3,8.3,50,0,Northwest,Met,-1.9
970356,North Wilkes High School,0.8602941176470589,0.5735294117647058,0.3897058823529412,0.05882352941176472,N,27.9,11.8,21.3,16.2,11.3,47.8,0,Northwest,Exceeded,4.75
970388,West Wilkes High School,0.8367346938775511,0.48299319727891155,0.3741496598639456,0.05442176870748294,N,45.6,22.4,31.3,26.5,26.2,64.6,0,Northwest,Met,-0.4
970390,Wilkes Central High School,0.5895953757225434,0.5838150289017341,0.3930635838150289,0.057803468208092484,N,32.4,17.9,22,14.5,24.3,46.2,0,Northwest,Not Met,-5.43
980318,Beddingfield High,0.23880597014925373,0.5,0.26119402985074625,0.03731343283582089,N,12.7,8.2,14.9,6.7,6.7,31.3,3,North Central,Exceeded,3.62
980336,Fike High,0.3739130434782609,0.508695652173913,0.12173913043478261,0.0304347826086957,N,34.3,19.1,27.4,17.8,28.3,51.3,4,North Central,Not Met,-3.82
980342,James Hunt High,0.31716417910447764,0.4552238805970149,0.1865671641791045,0.0708955223880597,N,26.1,11.2,20.5,13.4,20.7,42.9,3,North Central,Exceeded,3.79
